Country Name,Series Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Azerbaijan,Standardised Precipitation-Evapotranspiration Index,-0.27,1.17,0.77,1.167870994,-0.996226888,-0.489892017,0.140091927,-1.476550651,-0.851992257,-1.305206054,-1.307090121,0.690706952,1.251014492,0.544298855,0.192346498,-0.273001362,0.428727035,-0.766109266,0.789831075,-0.415465621,1.070872995,-1.114845458,-0.447780962,-1.268779124,-0.333595239,0.580063031,-1.639150342,-1.015887842,-2.063374103,-1.00201201,-1.07,..
"Bahamas, The",Standardised Precipitation-Evapotranspiration Index,0.95,-0.98,0.51,1.059584508,2.148593095,1.100321766,0.759349686,-0.631316401,-0.261234406,-0.425240371,1.101812022,0.443817256,-0.210927766,-2.264119965,0.486643114,-0.923864324,1.258937778,-0.171444341,-0.852963929,0.213668293,-0.141178804,1.086892441,0.216441382,0.074202798,-0.826474238,1.04125181,0.328532225,0.230950245,1.264468711,2.194626012,-0.84,..
Bahrain,Standardised Precipitation-Evapotranspiration Index,1.07,1.27,0.5,-1.023901041,0.518725689,0.329045998,0.887084409,-1.251964355,-1.343817748,-0.903765449,-1.920994137,-1.074424418,-0.960373408,-0.80643387,-0.552353047,-0.650946123,-1.346698167,-1.347555411,-0.386061249,-1.993962387,-0.651764168,-1.000596163,-0.687175398,-0.565947953,-1.596309846,-2.047273477,-0.9461483,-1.833831905,0.095323078,-1.288479097,-2.53,..
Bangladesh,Standardised Precipitation-Evapotranspiration Index,0.99,-1.97,1.11,-1.890053635,-0.21916025,-0.974537457,-0.742232655,0.598563535,0.58981031,-0.038819601,-0.447797985,-0.212488255,-0.766146057,-0.550333531,-1.328496187,-1.623548138,0.332700442,-0.768963293,-1.532171411,-0.71357452,-1.421523682,-1.395397223,-1.248977471,-1.866888552,0.582069931,-1.017215458,1.361299636,-1.83614165,-1.30354401,0.387748208,-1.01,..
Barbados,Standardised Precipitation-Evapotranspiration Index,-0.09,0.98,-0.01,-0.147999532,0.856348064,1.190857325,-1.382723894,1.501270716,-0.410485716,0.389386172,-1.012747776,-1.438974675,0.352374535,2.53304323,1.862025571,-0.540334733,-0.342273272,0.917514514,-1.342458157,2.077801436,2.318862154,0.765838518,-0.414404888,-0.349989482,-2.384337257,0.290328085,0.891972171,-0.379191207,-2.419993276,-0.52106206,-1.72,..
Belarus,Standardised Precipitation-Evapotranspiration Index,-0.71,-1.29,0.43,-0.456971715,-0.622995098,-0.710043427,0.530076531,1.819221288,-1.398620869,-0.479073239,0.060832967,-1.953576208,-0.637821935,0.60046537,-0.355085046,-0.881311296,-0.590137892,0.264129486,1.769615396,0.832451862,-1.297015058,1.265628769,0.070998763,-1.315516195,-1.937239552,0.362621044,1.086130174,-1.525193597,-1.531426381,-1.126672837,0.31,..
Belgium,Standardised Precipitation-Evapotranspiration Index,-0.87,0.01,0.67,0.246891006,-0.384568991,-1.384004646,-0.848768088,1.406877703,0.555073813,1.188383596,1.535749964,1.106146059,-1.714967712,-0.145588724,-0.298187687,-0.382479707,0.672253075,0.09730717,-0.614748257,-0.163984794,-1.148560848,0.615842743,-0.252237187,-0.502429211,-0.91779628,0.208956678,-0.625159407,-1.694095868,-1.015828797,-1.332723511,0.63,..
Belize,Standardised Precipitation-Evapotranspiration Index,-0.66,1.3,1.03,-1.144168982,0.889876688,-0.517795414,0.368279177,1.165358154,-0.014409339,-0.212362101,-0.070071317,-1.061683867,-1.114289487,-1.089996697,0.071112323,2.203504323,-0.400747109,0.689656392,-1.458574321,0.924030565,1.369513744,-0.288288612,2.795776622,0.43697046,-1.462742517,-0.432007295,-0.202927384,0.995690081,-2.476269328,-0.590698067,-0.73,..
Benin,Standardised Precipitation-Evapotranspiration Index,2.14,0,-0.39,0.935814242,0.805233802,0.516159304,-0.31808504,0.306744632,1.095126848,-1.213937838,-2.107499967,-0.668549917,0.919250713,0.02538283,-0.700902279,-0.884297593,0.632658517,1.079928869,0.306017918,0.658223774,-0.880877381,-0.233973844,-1.164895822,-0.555431027,-1.51428874,-1.20249924,-0.499930193,0.291199965,0.954325656,0.257937351,-0.95,..
Bhutan,Standardised Precipitation-Evapotranspiration Index,1.17,-0.63,0.14,-1.636529585,0.035960444,-0.690017471,-0.487577808,0.973253637,1.055049398,1.036563303,1.160894019,-0.242448856,0.344886012,0.193399575,-1.264119628,-1.04271188,0.061989601,1.205440117,-2.219393825,0.378524216,-0.6500345,-1.197634497,-0.062954834,-0.985071002,-0.912440612,-0.413536124,0.240553614,-1.836036056,-0.966055929,0.549697185,-1.7,..
Bolivia,Standardised Precipitation-Evapotranspiration Index,-0.04,1.22,0.06,-0.489426692,-1.290542485,0.370080248,0.687869078,0.851324779,0.629302028,1.340590086,-0.007742583,-1.016260914,-0.925252335,-0.385931348,-0.873178727,-0.171527525,-0.533130833,-0.783839805,0.919947616,-1.625480161,0.222297727,-0.083300332,0.733464684,0.879056937,-0.809262111,-2.424445626,-0.384617803,0.680942875,-1.305435528,-2.087635108,-0.54,..
Bosnia and Herzegovina,Standardised Precipitation-Evapotranspiration Index,0.67,-1.23,-0.96,-1.401201467,0.978075097,1.189020365,-0.689542464,-0.14084944,1.13021304,-2.004638526,0.122844617,0.193252454,-2.104384112,0.944853659,1.114577334,-0.918197464,-0.825600525,-0.673950931,-0.041276847,1.99147149,-2.354232607,-1.350400453,0.693293824,1.852326665,-1.010637179,0.250237562,-1.469124141,-0.832960324,0.314064042,-1.01435106,-0.53,..
Botswana,Standardised Precipitation-Evapotranspiration Index,0.68,-2.63,-0.98,-1.352964043,-1.00782665,0.636087978,0.647377914,-0.543283629,-0.642454317,1.147107853,0.347215849,-0.941915836,-1.062500088,-0.086147703,-0.97904705,0.428390672,-0.822967217,-0.396966781,-0.337347581,0.358465852,0.52260189,-1.004621643,-0.601283657,-0.551021869,-1.568884145,-1.089691196,0.25047136,-0.789435584,-1.327119165,-0.173036614,-0.05,..
Brazil,Standardised Precipitation-Evapotranspiration Index,1.25,0.82,0.2,1.525316652,0.696778899,1.371099836,0.119498074,0.245240766,0.989457086,2.216765442,-0.955061028,-1.686666485,-1.806572072,-1.46828899,-1.370319507,-1.442329654,-1.862132035,-1.270269611,-1.036849648,-1.861780423,-1.322060626,-1.995492689,-1.46152741,-1.734798689,-2.051762937,-2.031811582,-1.943984454,-1.375356917,-1.598945297,-1.704825457,-1.34,..
Brunei Darussalam,Standardised Precipitation-Evapotranspiration Index,-1.55,-1.84,-1.46,-1.145812538,0.282627317,0.830626144,-1.28945537,-1.184076641,1.581646682,1.081854432,0.509065302,-1.3638274,-0.468425507,-1.244211134,-0.018640804,0.796730131,0.906001789,1.835830213,1.018529671,1.495826259,1.459326688,0.299218905,0.614935188,-0.097421639,-1.037697432,-1.710980065,1.339476475,0.946536882,-0.754459213,1.043720884,0.96,..
Bulgaria,Standardised Precipitation-Evapotranspiration Index,0.9,-1.2,-1.4,-0.852461161,1.355855951,0.028697251,1.005266746,0.796023695,0.228309484,-2.294968839,-1.411292466,0.188090921,-0.959080264,-0.452373603,1.501172129,0.067959913,-0.644197987,-1.902046623,0.326049472,1.057200789,-1.475502557,-1.058905351,-1.120098696,2.332855753,0.527080159,-0.190038726,0.356887576,-0.020269084,-1.617783191,-1.039186407,0.91,..
Burkina Faso,Standardised Precipitation-Evapotranspiration Index,1.78,0.01,-1.05,2.387162366,-0.144117013,-0.600898024,-1.291758155,0.085092472,0.610541444,-1.772595415,-1.591013135,-2.026153337,0.751216062,-1.168325023,-0.487513899,-0.96574635,0.129758867,-0.33431949,0.176600331,0.821205415,-1.612875596,1.169840072,-0.976615068,-0.094129028,-0.76397643,0.332678522,-0.909792828,0.674235248,0.543354942,0.79668613,-0.93,..
Burundi,Standardised Precipitation-Evapotranspiration Index,-0.22,-1.12,-1.56,-0.186981715,-0.747760294,-1.518631738,0.661947702,0.464631062,-0.957436629,-1.690186102,1.340590227,0.195910982,-0.146919866,-2.243422923,-1.778884977,1.242636322,0.376802878,-0.523554682,-0.276736076,0.200594038,2.157340815,-2.121712511,0.009440882,0.229824982,0.32283912,0.507272142,-0.986756548,-0.232446169,0.83494181,1.966302666,0.53,..
Cabo Verde,Standardised Precipitation-Evapotranspiration Index,-1.5,-0.39,-0.63,-0.814981003,0.722415678,-1.840868819,-1.808624733,-2.898277432,0.374505089,0.706221658,-0.455463316,-0.360927649,-0.303299129,-0.499853729,-0.268631621,-0.340539659,-0.447601984,-0.459461621,-0.102821487,-0.710052887,-1.093679444,-0.832867193,-0.591728695,-0.226256356,-0.38332573,-0.145435304,-0.69960851,-0.115214091,0.305120381,-0.976307079,-0.67,..
Cambodia,Standardised Precipitation-Evapotranspiration Index,-0.99,-1.62,-2.29,1.080174116,0.305195644,0.444662245,-1.59071574,-0.270294971,1.139462164,1.410936857,0.637590034,-0.158312567,-0.591711696,-1.221402734,-0.688062561,1.355200367,2.344496569,-0.157532014,0.20085145,-0.703351713,1.957617792,-0.093781575,1.856918255,0.11594717,-1.311367261,-0.792568578,1.555930376,-0.28858226,-1.110859018,-0.205516799,1.72,..
Cameroon,Standardised Precipitation-Evapotranspiration Index,-1.01,-0.71,0.09,-0.765826983,-0.914356067,0.177593982,0.587655856,-1.059804029,0.239372977,-0.526198272,-0.00163658,0.102855107,-0.156653083,-1.021371372,-1.505526393,0.065968391,0.478947562,-0.585725518,-1.239070086,-0.537539027,-1.437406936,0.050007891,-0.935099914,-1.064746741,-2.110489315,0.505298115,0.036709969,-0.998440788,0.766731041,-0.615153223,-0.16,..
Canada,Standardised Precipitation-Evapotranspiration Index,0.1,1.05,1.12,-0.519062548,-0.289534047,1.793515298,1.814474923,-0.936800126,1.167228371,0.723653261,-0.724888102,0.655940362,0.016707269,0.808787169,1.47297419,-1.296269399,0.789537769,1.076952385,0.491139779,-0.408022347,0.120344342,-1.417420567,-0.068636175,0.74482648,-0.900949817,0.093482868,-0.349467898,-0.012020626,0.38421964,0.420640067,-1,..
Central African Republic,Standardised Precipitation-Evapotranspiration Index,-0.06,-0.61,-0.37,-0.63429011,0.043045389,0.374677612,0.787454097,0.729514779,0.371069183,-1.20818144,-0.551149395,-1.525475653,-0.647346658,-1.583007092,-0.682926478,-0.414171409,-0.383897114,-1.004897304,-0.657260729,-0.121870462,-0.266605666,0.514514812,0.644303052,-0.23958626,-0.268797223,0.470588944,0.290760397,-0.668343266,-0.430205177,-0.521963683,0.88,..
Chad,Standardised Precipitation-Evapotranspiration Index,-0.43,-0.06,-1.99,1.256674591,-0.66751446,-1.221973648,-1.175176787,-0.136125641,-0.376739807,-1.213172816,-1.069244681,-2.340666138,-1.261453172,-1.032071753,-0.084438582,-0.475759694,-0.147709658,-0.215476278,-1.732436016,-1.153916318,-0.856787803,0.575708659,-0.795972777,-0.077454417,0.072275096,-0.602232027,-0.048427501,-0.509103453,0.193097133,0.500684673,-0.07,..
Chile,Standardised Precipitation-Evapotranspiration Index,0.2,0.68,-0.12,-0.065857424,-0.696884952,-1.178188853,1.309508029,-1.739299243,-1.338499707,0.638638156,-0.177434165,2.170118112,-0.366150272,-0.475776995,0.776791475,1.174826857,-1.719345033,-0.340224576,-0.318580555,-1.376896653,-0.830841898,-0.610528795,-1.46503975,-0.720688715,-0.600415676,-2.050788276,-0.250312483,-1.324950332,-1.642174369,-1.55509757,-2.44,..
China,Standardised Precipitation-Evapotranspiration Index,-0.05,-0.11,1.63,0.457599758,-0.208892225,0.754399136,-0.868015559,1.746404025,-0.563969304,-0.468232943,-1.640991343,0.366963702,0.170835829,-1.981152962,-0.872432248,-1.873680041,-1.982808798,-0.72764415,-2.290140792,0.863659284,-2.592179042,0.901052437,-0.494227023,-0.542818777,0.347402517,1.435484978,-0.775333387,0.128275538,-0.87480302,0.472446654,0.72,..
Colombia,Standardised Precipitation-Evapotranspiration Index,-1.49,-1.98,-0.86,-0.129577244,0.366792278,1.16798925,-1.399930958,0.748706064,1.928065014,0.906618854,-1.344958052,-0.020315609,-0.243771094,-0.136183728,0.37958918,0.466914128,0.70591761,1.670808779,-1.367090294,1.156802515,2.127955377,-1.305205168,-1.380611452,-1.614481581,-2.485601766,-1.406703677,-0.03565558,-0.774636356,-1.206222938,-0.801712921,0.35,..
Comoros,Standardised Precipitation-Evapotranspiration Index,1.34,0.97,-0.22,-0.49009916,-1.206609223,1.171212814,-1.369737443,-1.334813,0.204563882,0.250345088,-0.284239305,0.473202671,-1.106822202,-0.878947637,-0.577781585,1.231654229,-1.522163698,-0.038556403,-1.409111124,-0.075700274,1.899346881,0.826807862,-1.88331849,-1.072051301,0.167419839,0.691384832,-0.823317691,0.720405837,-1.117843238,-0.854850808,-1.31,..
"Congo, Dem. Rep.",Standardised Precipitation-Evapotranspiration Index,-0.78,-1.68,-1.24,-1.603740518,-1.474423871,-1.826668512,0.232985022,-1.412792555,-0.100131751,-1.265537987,-1.582498704,0.964057743,-1.732249915,-2.064730114,-1.83729575,0.780139339,-0.728547788,-0.747650989,-0.376199689,-1.217408336,-0.204534622,-0.52027479,0.018500062,-0.429889469,-0.225658645,0.119454392,0.323894933,0.40706368,0.451193491,0.322524262,0.1,..
"Congo, Rep.",Standardised Precipitation-Evapotranspiration Index,-0.98,-1.2,-0.78,0.535056452,-0.306949559,-1.153937233,0.546004818,-0.344837304,2.252879795,0.175859323,-1.293516403,0.823153535,-0.756112212,-1.266874879,-1.528715261,-0.157824516,0.33087009,1.495343378,0.52391266,0.071625736,0.178385106,-0.084976234,-0.448392361,-1.177056253,-1.353420123,0.93509818,1.232555483,-0.192286376,1.613127516,0.732542077,-0.2,..
Costa Rica,Standardised Precipitation-Evapotranspiration Index,-0.34,-0.99,0.33,-1.003561693,0.811325437,1.182890529,-0.093217404,0.430271422,0.040179851,-0.666003822,-0.658675137,0.308362535,0.832740017,0.536171095,0.209717237,-0.174871759,0.346945166,1.582662143,-0.604489891,1.476863209,0.092053376,-1.660680789,-1.263224524,-0.271985412,-0.665430535,-0.927491042,-0.491716775,1.050880705,0.735492726,0.683693445,0.55,..
Cote d'Ivoire,Standardised Precipitation-Evapotranspiration Index,-0.79,-1.52,-0.96,-0.181810674,0.24080395,0.060275429,-1.50912913,-1.39002675,0.209136574,-0.723797886,0.23985921,-0.535810746,0.415671869,-0.226449142,-0.652499335,0.121539173,-0.896065636,-0.085918422,0.129423292,1.545142819,-0.204378135,-0.840949791,-1.541172214,0.736738533,-2.056598219,-1.134406441,-1.82268583,0.759970736,0.46430743,-0.430921643,-0.25,..
Croatia,Standardised Precipitation-Evapotranspiration Index,-0.09,-0.86,-0.36,-1.089029058,0.873028867,0.964178707,-0.631938271,-0.019285871,0.58699329,-1.672910677,-0.462289565,0.223003212,-2.339130934,0.580637172,0.63709853,-1.231681902,-0.904492143,-0.63227923,-0.260197324,1.486171716,-2.452821919,-1.418367875,0.578967414,1.780005364,-0.765717841,0.203729961,-1.162353517,-0.836971052,0.266082664,-0.630808852,-0.94,..
Cuba,Standardised Precipitation-Evapotranspiration Index,-0.21,-1.02,-0.05,-0.394811218,1.213449608,0.879748949,-0.495821469,-0.741969916,-0.217347134,-0.692820302,1.030284476,0.663184191,0.418655995,-1.389653823,1.859158378,-0.529014901,1.876348465,0.948216136,-0.946777776,1.410372635,0.268966192,1.014937692,0.4851673,0.030636512,-1.478150938,-0.242676171,1.136611148,-0.080619251,-0.110729986,1.073586559,-1.27,..
Cyprus,Standardised Precipitation-Evapotranspiration Index,1.48,0.25,-1.29,0.514185234,-1.640506332,-0.147177189,-0.187294168,-0.804659347,-1.927785101,-0.244532662,-0.527089652,-0.71296987,0.58001562,-0.347412804,-1.072090722,-1.161128927,-0.829779948,-2.041685993,0.857363349,-1.353260857,0.303287862,1.597668408,-1.750639739,-0.746113305,-0.148027878,-1.44584816,-1.588788919,-0.14664624,0.955687914,-0.63105783,-1.28,..
Czechia,Standardised Precipitation-Evapotranspiration Index,-0.73,-1.63,-0.81,-1.300815497,0.223192171,0.644569726,-0.325440495,-0.202507191,-0.628203008,-1.031871047,0.687590432,0.495623072,-2.359154185,-0.518464428,-0.080882992,-0.744170087,-0.213450127,-0.824450671,-0.022570566,1.687323256,-1.552595552,-0.984779002,0.224347073,-0.098880766,-1.981138765,-0.240742003,-0.669558727,-2.207387301,-1.565012173,-0.610693289,-0.26,..
Denmark,Standardised Precipitation-Evapotranspiration Index,-0.72,-0.96,0.67,0.928871834,-0.802377358,-1.61310583,-1.450306987,1.786391169,1.214602933,0.097378048,0.450696079,0.716476392,-1.62130194,0.10334508,-0.987568982,-0.404252953,0.96606015,-0.878757731,-0.900326713,0.184007086,0.524935648,0.259843798,-0.863652588,-0.096705411,0.78156477,-0.885745311,1.976736013,-2.280465909,0.252813382,-1.110245574,-0.28,..
Djibouti,Standardised Precipitation-Evapotranspiration Index,-0.34,1.33,0.99,0.33613128,0.801172132,0.39526854,-0.215997482,-0.096595758,0.863978629,0.368762257,-0.181428008,-1.548545763,-0.903424006,-0.562278247,-0.984815589,0.235333568,-0.508827166,-0.878024287,-1.517842843,-0.398161524,-0.483711848,-0.781418687,-0.088156865,-0.500667677,-1.983749678,-0.65068947,-0.404102714,0.036922111,-0.292013862,-0.042628984,-1.08,..
Dominica,Standardised Precipitation-Evapotranspiration Index,0.5,1.68,-0.12,-0.720961452,0.195378874,1.304845524,-1.322015223,1.645497076,-0.280157674,-0.484162865,-0.92913781,-0.84614034,0.072187078,2.564781997,2.029238529,0.074439431,-0.497865998,1.272568718,-1.212866343,1.759602263,2.165909581,0.560511805,-0.490922139,-0.496602088,-2.018549983,1.146010502,1.006144868,-0.143153731,-1.474856927,-0.483361699,-1.76,..
Dominican Republic,Standardised Precipitation-Evapotranspiration Index,-0.57,-0.82,-0.45,-1.195709798,0.658886554,-1.063398499,-1.865974544,2.295151747,-1.747321555,0.151308105,0.13588828,-0.539490376,1.18756798,-0.197325912,0.709114341,-0.099967366,0.648100249,0.106966688,-0.026345178,-0.433775229,-0.124069368,1.293040336,-1.447990261,-1.289903563,-0.542117958,1.811326289,0.201091968,-1.513540053,-1.797169608,-1.449323511,-0.68,..
East Asia & Pacific (IDA & IBRD),Standardised Precipitation-Evapotranspiration Index,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,Standardised Precipitation-Evapotranspiration Index,-1.3,1.29,0.17,0.148852352,-0.818284544,-0.923567719,1.486658926,2.30794108,1.0707147,0.350440712,-0.777723406,0.540455932,1.239706189,-0.703964211,-1.835880321,-0.765947608,-0.281091034,1.183982174,-1.027043497,1.336478247,0.604507598,0.991098376,0.016125861,0.032667921,1.523031489,-0.124511357,1.473153184,-0.980733566,1.015840155,0.108794244,-0.01,..
"Egypt, Arab Rep.",Standardised Precipitation-Evapotranspiration Index,0.62,1.26,0.01,0.273755974,-0.675128473,-0.162500174,0.629621102,-0.658167123,-1.341887509,0.7756897,-1.010405707,-1.136709393,-0.835788236,-0.807335728,-0.917095374,-1.134842241,-1.130171828,-1.735133325,-1.463564435,-2.578384278,-0.780565595,-1.533426548,-1.466460281,-1.458945591,-1.461815596,-1.895480378,-1.542353924,-1.84346872,-1.217102532,-0.783112843,-1.84,..
El Salvador,Standardised Precipitation-Evapotranspiration Index,-1.13,2.06,1.13,-1.996320841,0.820298718,0.85863996,-0.172832512,-0.208253817,-0.295043513,-0.235411019,-0.627496621,-1.058199572,-0.767531856,-0.425777259,0.107920369,0.854681474,-0.417633304,1.191481454,-1.566753378,0.170476595,-0.00267491,-0.601681731,1.03855813,-1.357220653,-0.943141877,-0.509872323,-0.370019246,-0.871213847,-1.915886468,-0.311880278,-0.56,..
Equatorial Guinea,Standardised Precipitation-Evapotranspiration Index,-0.98,-1.64,-0.99,-0.401826634,-0.442890654,0.332597332,-0.447444591,1.070739788,0.62605726,0.129354549,0.613694658,1.489625646,0.721940712,0.519031163,-2.012069579,-1.014530752,3.21596844,0.635459566,-0.801087774,-1.621294661,-1.106756278,1.617738521,-0.938963687,-0.900768743,-2.598040788,-1.056091069,-0.567157711,0.022326391,0.689117549,-1.080177961,-0.32,..
Eritrea,Standardised Precipitation-Evapotranspiration Index,-0.29,1.28,0.14,0.322610987,0.235717397,-0.871793017,-0.856963869,0.154730965,-0.649465765,-0.337423528,-0.248847288,-1.124406906,0.175084569,-1.365245891,0.203605181,0.002968239,0.463478116,-0.581980212,-1.883997205,-0.658684249,-1.311343402,-1.939728912,-0.763977657,0.27337179,-1.110820764,-0.613817533,-1.08834504,0.571743109,0.224910113,0.618104352,0.45,..
Estonia,Standardised Precipitation-Evapotranspiration Index,0.73,-0.87,-0.03,-0.479413256,-0.108605107,-0.913314181,-0.156923209,1.33494443,-1.20602392,0.105492319,1.027992803,-2.149152309,-0.203374334,0.942373568,-0.178659194,-1.463348226,0.498653969,1.235982006,0.6834626,0.951533978,-0.214442368,2.000729346,-0.991451919,-0.51516258,-0.868619825,0.433271639,1.696978197,-1.881686104,0.231636112,-0.096040876,0,..
Eswatini,Standardised Precipitation-Evapotranspiration Index,-0.61,-2.26,-0.21,-0.998660698,-0.136166207,0.96605991,0.916839625,0.80025302,0.45260887,2.712475662,0.476753378,-1.35821523,-1.038709194,0.080279975,-1.041141815,0.414464882,-0.93545173,-0.283567186,0.124767822,-0.962631308,-0.268009657,0.309073447,-0.687848942,-0.181273599,-1.027551762,-0.584121807,0.149622019,-0.825294848,-0.925541716,-0.52660775,0.73,..
Ethiopia,Standardised Precipitation-Evapotranspiration Index,-1.21,-0.5,0.53,0.108179085,-1.104991865,0.433151139,0.504906191,0.047708536,-1.395256686,-0.090082471,-0.929283516,-2.198602144,-1.371093333,-0.80923184,-0.147810887,0.336323595,0.028783132,-0.178566935,-1.953702282,-0.132147595,-0.415110757,-0.095123259,0.440764071,0.707198095,-0.813527121,0.528799222,0.781526885,0.63237088,1.586372198,0.721452374,0.99,..
Europe & Central Asia (IDA & IBRD),Standardised Precipitation-Evapotranspiration Index,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Standardised Precipitation-Evapotranspiration Index,-1.22,-1.57,0.1,-1.236366418,-1.261059556,0.995043169,0.185212323,-2.347922538,1.324592838,2.495900541,0.239673575,0.184693516,-1.566072892,-1.047143115,-0.251008365,-0.252691386,1.604943253,1.183650353,-0.195446367,-0.771696611,1.882666748,2.288888289,0.374746946,-1.690769375,-1.960844432,1.085725894,0.439152553,0.770186456,-0.313981719,0.246965185,0.51,..
Finland,Standardised Precipitation-Evapotranspiration Index,1.01,1.1,-0.07,-0.638048208,0.145003896,-0.212320127,-1.150519568,2.111871334,-0.157907198,1.371822635,0.393983298,-1.427675199,-0.378044322,1.499041518,0.919439493,-1.129104254,1.189424302,1.902042288,-0.189019021,0.240625812,0.712160857,2.135490372,-0.567033447,-0.394066642,1.262270053,1.198110739,1.282201675,-1.559579801,1.074703761,0.807109428,0.43,..
